@timestamp,@message,@logStream,@log,@maxMemoryUsed,@duration
2025-05-14 05:01:46.988,"REPORT RequestId: 50314080-f3b6-4f8d-ba79-69f84c4c71de	Duration: 7335.83 ms	Billed Duration: 7336 ms	Memory Size: 1024 MB	Max Memory Used: 665 MB	
",2025/05/14/[$LATEST]95a6b7a57206475cb5bf30968e2179a8,256727551815:/aws/lambda/image-resizer-dev-imageResizerNode,665000000,7335.83
2025-05-14 05:01:42.678,"REPORT RequestId: 7ebe0578-d574-4106-a489-79d7910a543b	Duration: 8384.76 ms	Billed Duration: 8385 ms	Memory Size: 1024 MB	Max Memory Used: 664 MB	
",2025/05/14/[$LATEST]d226844866a04152b187190d0e2614de,256727551815:/aws/lambda/image-resizer-dev-imageResizerNode,664000000,8384.76
2025-05-14 05:01:40.811,"REPORT RequestId: 6289034b-cda0-4136-b4c9-4b8e9c7e32f7	Duration: 7869.12 ms	Billed Duration: 7870 ms	Memory Size: 1024 MB	Max Memory Used: 753 MB	
",2025/05/14/[$LATEST]273569a672d04abe9a1dc7f80a205d7b,256727551815:/aws/lambda/image-resizer-dev-imageResizerNode,753000000,7869.12
2025-05-14 05:01:40.686,"REPORT RequestId: 99ab3f7b-765b-4961-a0c3-0e43a078ca91	Duration: 7745.30 ms	Billed Duration: 7746 ms	Memory Size: 1024 MB	Max Memory Used: 662 MB	
",2025/05/14/[$LATEST]a9fb07450ea54cc9b5b66221d078dfaa,256727551815:/aws/lambda/image-resizer-dev-imageResizerNode,662000000,7745.3
2025-05-14 05:01:40.449,"REPORT RequestId: 97d76914-243b-4f26-a56c-017f6f257d52	Duration: 7730.05 ms	Billed Duration: 7731 ms	Memory Size: 1024 MB	Max Memory Used: 755 MB	
",2025/05/14/[$LATEST]e829892218db44d0a619370416a05456,256727551815:/aws/lambda/image-resizer-dev-imageResizerNode,755000000,7730.05
2025-05-14 05:01:39.530,"REPORT RequestId: 850afb29-f808-454d-9d49-5086a1b69063	Duration: 7694.48 ms	Billed Duration: 7695 ms	Memory Size: 1024 MB	Max Memory Used: 665 MB	
",2025/05/14/[$LATEST]95a6b7a57206475cb5bf30968e2179a8,256727551815:/aws/lambda/image-resizer-dev-imageResizerNode,665000000,7694.48
2025-05-14 05:01:34.179,"REPORT RequestId: ee2aed83-ba61-4d9d-89fb-30aa242d8b04	Duration: 8438.64 ms	Billed Duration: 8439 ms	Memory Size: 1024 MB	Max Memory Used: 660 MB	
",2025/05/14/[$LATEST]d226844866a04152b187190d0e2614de,256727551815:/aws/lambda/image-resizer-dev-imageResizerNode,660000000,8438.64
2025-05-14 05:01:32.843,"REPORT RequestId: d06bff3c-3c9c-4ecd-8a28-12658c22c55c	Duration: 7691.45 ms	Billed Duration: 7692 ms	Memory Size: 1024 MB	Max Memory Used: 661 MB	
",2025/05/14/[$LATEST]a9fb07450ea54cc9b5b66221d078dfaa,256727551815:/aws/lambda/image-resizer-dev-imageResizerNode,661000000,7691.45
2025-05-14 05:01:32.834,"REPORT RequestId: 5fe022ce-4a1d-4f49-9065-1a7c6766ce8e	Duration: 7637.15 ms	Billed Duration: 7638 ms	Memory Size: 1024 MB	Max Memory Used: 753 MB	
",2025/05/14/[$LATEST]273569a672d04abe9a1dc7f80a205d7b,256727551815:/aws/lambda/image-resizer-dev-imageResizerNode,753000000,7637.15
2025-05-14 05:01:32.614,"REPORT RequestId: 06e4907f-3e28-4059-90e3-21572659f3ce	Duration: 7567.07 ms	Billed Duration: 7568 ms	Memory Size: 1024 MB	Max Memory Used: 755 MB	
",2025/05/14/[$LATEST]e829892218db44d0a619370416a05456,256727551815:/aws/lambda/image-resizer-dev-imageResizerNode,755000000,7567.07
